"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"RS_196","PUBLISHED","2013","EMR","","AFG","BTSX","4506 [3845-5168]","4506.48700","3845.00300","5167.97200","","",""
"RS_196","PUBLISHED","2009","EMR","","AFG","FMLE","880 [745-1016]","880.02500","744.63660","1015.62800","","",""
"RS_196","PUBLISHED","2011","EMR","","AFG","BTSX","4282 [3627-4937]","4281.59700","3627.42200","4936.77000","","",""
"RS_196","PUBLISHED","2003","EMR","","AFG","FMLE","799 [666-932]","798.98060","665.74230","932.21900","","",""
"RS_196","PUBLISHED","2016","EMR","","AFG","BTSX","5240 [4512-5970]","5240.23500","4511.81200","5969.66000","","",""
"RS_196","PUBLISHED","2003","EMR","","AFG","MLE","2757 [2297-3217]","2757.01900","2297.25800","3216.78100","","",""
"RS_196","PUBLISHED","2013","EMR","","AFG","FMLE","932 [795-1069]","931.98660","795.18500","1068.78800","","",""
"RS_196","PUBLISHED","2019","EMR","","AFG","BTSX","6033 [5227-6846]","6033.16300","5226.85600","6846.28100","","",""
"RS_196","PUBLISHED","2001","EMR","","AFG","FMLE","705 [583-826]","705.02280","583.38380","826.44210","","",""
"RS_196","PUBLISHED","2013","EMR","","AFG","MLE","3575 [3050-4099]","3574.50100","3049.81800","4099.18300","","",""
"RS_196","PUBLISHED","2015","EMR","","AFG","BTSX","4942 [4248-5637]","4942.42500","4247.55300","5637.29600","","",""
"RS_196","PUBLISHED","2006","EMR","","AFG","MLE","3101 [2604-3598]","3101.34500","2604.44400","3598.24500","","",""
"RS_196","PUBLISHED","2019","EMR","","AFG","MLE","4853 [4204-5507]","4852.87700","4204.31100","5506.92300","","",""
"RS_196","PUBLISHED","2008","EMR","","AFG","MLE","3265 [2754-3776]","3264.66400","2753.72700","3775.60000","","",""
"RS_196","PUBLISHED","2015","EMR","","AFG","FMLE","961 [826-1097]","961.44180","826.26950","1096.61400","","",""
"RS_198","PUBLISHED","2017","EMR","","AFG","FMLE","6.0 [5.2-6.8]","5.99219","5.17048","6.81715","","",""
"RS_198","PUBLISHED","2004","EMR","","AFG","MLE","22.8 [19.0-26.5]","22.76968","19.01817","26.51513","","",""
"RS_198","PUBLISHED","2001","EMR","","AFG","BTSX","15.1 [12.5-17.7]","15.11109","12.50395","17.71353","","",""
"RS_198","PUBLISHED","2019","EMR","","AFG","MLE","24.8 [21.5-28.2]","24.84867","21.52775","28.19764","","",""
"RS_198","PUBLISHED","2012","EMR","","AFG","FMLE","5.9 [5.0-6.7]","5.85804","4.97818","6.73927","","",""
"RS_198","PUBLISHED","2018","EMR","","AFG","BTSX","14.2 [12.3-16.2]","14.24515","12.31653","16.18567","","",""
"RS_198","PUBLISHED","2019","EMR","","AFG","BTSX","15.9 [13.7-18.0]","15.85932","13.73979","17.99675","","",""
"RS_198","PUBLISHED","2015","EMR","","AFG","FMLE","5.7 [4.9-6.6]","5.74769","4.93961","6.55578","","",""
"RS_198","PUBLISHED","2016","EMR","","AFG","BTSX","14.8 [12.8-16.9]","14.81002","12.75135","16.87153","","",""
"RS_198","PUBLISHED","2000","EMR","","AFG","FMLE","6.6 [5.4-7.7]","6.57997","5.42165","7.74049","","",""
"RS_198","PUBLISHED","2010","EMR","","AFG","MLE","22.1 [18.8-25.5]","22.13791","18.75916","25.52192","","",""
"RS_198","PUBLISHED","2007","EMR","","AFG","BTSX","15.0 [12.6-17.3]","14.95585","12.59284","17.32253","","",""
"RS_198","PUBLISHED","2010","EMR","","AFG","BTSX","14.4 [12.2-16.6]","14.41709","12.21671","16.62089","","",""
"RS_198","PUBLISHED","2009","EMR","","AFG","BTSX","14.4 [12.2-16.6]","14.42165","12.20294","16.64389","","",""
"RS_196","PUBLISHED","2014","AFR","","AGO","FMLE","2376 [1884-2869]","2376.07300","1883.70800","2868.83200","","",""
"RS_196","PUBLISHED","2009","AFR","","AGO","FMLE","2401 [1921-2880]","2400.69200","1920.55300","2880.39700","","",""
"RS_196","PUBLISHED","2006","AFR","","AGO","MLE","2830 [2274-3388]","2830.28700","2273.60300","3387.54300","","",""
"RS_196","PUBLISHED","2001","AFR","","AGO","BTSX","4269 [3446-5092]","4269.05700","3446.11900","5091.99500","","",""
"RS_196","PUBLISHED","2001","AFR","","AGO","MLE","2396 [1934-2858]","2396.07900","1934.19100","2857.96600","","",""
"RS_196","PUBLISHED","2002","AFR","","AGO","FMLE","1925 [1559-2291]","1924.97400","1558.86700","2291.08200","","",""
"RS_196","PUBLISHED","2000","AFR","","AGO","BTSX","4110 [3319-4901]","4109.83200","3319.16100","4900.50300","","",""
"RS_196","PUBLISHED","2003","AFR","","AGO","BTSX","4577 [3704-5450]","4577.00000","3704.00000","5450.00000","","",""
"RS_196","PUBLISHED","2011","AFR","","AGO","MLE","3848 [3059-4637]","3847.86400","3058.70400","4637.02400","","",""
"RS_196","PUBLISHED","2002","AFR","","AGO","BTSX","4448 [3602-5294]","4448.17500","3602.18400","5294.16600","","",""
"RS_196","PUBLISHED","2005","AFR","","AGO","MLE","2855 [2299-3410]","2854.60900","2299.13900","3410.07800","","",""
"RS_196","PUBLISHED","2011","AFR","","AGO","BTSX","6149 [4888-7411]","6149.37500","4888.19700","7410.55200","","",""
"RS_198","PUBLISHED","2001","AFR","","AGO","MLE","28.4 [23.0-33.9]","28.44362","22.96060","33.92664","","",""
"RS_198","PUBLISHED","2008","AFR","","AGO","MLE","29.3 [23.4-35.2]","29.29749","23.41905","35.17593","","",""
"RS_198","PUBLISHED","2000","AFR","","AGO","FMLE","22.3 [18.0-26.6]","22.29551","18.00618","26.58484","","",""
"RS_198","PUBLISHED","2018","AFR","","AGO","BTSX","26.0 [19.9-32.1]","25.99481","19.92908","32.05301","","",""
"RS_198","PUBLISHED","2006","AFR","","AGO","MLE","28.3 [22.8-33.9]","28.33778","22.76408","33.91721","","",""
"RS_198","PUBLISHED","2019","AFR","","AGO","BTSX","26.1 [19.9-32.4]","26.13221","19.85279","32.40211","","",""
"RS_198","PUBLISHED","2005","AFR","","AGO","BTSX","26.1 [21.0-31.1]","26.05762","20.98715","31.12809","","",""
"RS_198","PUBLISHED","2012","AFR","","AGO","MLE","29.1 [23.1-35.1]","29.11722","23.09970","35.13475","","",""
"RS_198","PUBLISHED","2005","AFR","","AGO","MLE","29.6 [23.9-35.4]","29.61375","23.85131","35.37619","","",""
"RS_198","PUBLISHED","2002","AFR","","AGO","BTSX","25.4 [20.6-30.2]","25.38997","20.56109","30.21885","","",""
"RS_198","PUBLISHED","2011","AFR","","AGO","FMLE","18.8 [14.9-22.6]","18.79423","14.93971","22.64875","","",""
"RS_198","PUBLISHED","2017","AFR","","AGO","MLE","33.3 [25.8-40.9]","33.32289","25.77881","40.85982","","",""
"RS_198","PUBLISHED","2000","AFR","","AGO","MLE","27.9 [22.5-33.2]","27.86725","22.50600","33.22850","","",""
"RS_198","PUBLISHED","2008","AFR","","AGO","FMLE","20.7 [16.6-24.9]","20.71734","16.56047","24.87420","","",""
"RS_198","PUBLISHED","2009","AFR","","AGO","BTSX","27.3 [21.9-32.8]","27.33922","21.87138","32.80214","","",""
"RS_198","PUBLISHED","2003","AFR","","AGO","FMLE","22.2 [18.0-26.5]","22.22854","17.98875","26.46832","","",""
"RS_198","PUBLISHED","2009","AFR","","AGO","MLE","33.7 [27.0-40.4]","33.71224","26.96979","40.44862","","",""
"RS_196","PUBLISHED","2019","EUR","","ALB","BTSX","337 [311-362]","337.06140","311.02340","361.82510","","",""
"RS_196","PUBLISHED","2018","EUR","","ALB","BTSX","317 [293-340]","316.89530","292.52250","340.32640","","",""
"RS_196","PUBLISHED","2010","EUR","","ALB","BTSX","415 [384-446]","415.00000","384.00000","446.00000","","",""
"RS_196","PUBLISHED","2014","EUR","","ALB","BTSX","394 [363-425]","394.00000","363.00000","425.00000","","",""
"RS_196","PUBLISHED","2017","EUR","","ALB","MLE","255 [236-274]","255.21650","235.67400","274.20700","","",""
"RS_196","PUBLISHED","2007","EUR","","ALB","BTSX","449 [417-482]","449.00000","417.00000","482.00000","","",""
"RS_196","PUBLISHED","2013","EUR","","ALB","FMLE","88 [82-95]","88.25272","81.68304","95.04139","","",""
"RS_196","PUBLISHED","2019","EUR","","ALB","MLE","259 [239-278]","258.88060","238.88210","277.90040","","",""
"RS_196","PUBLISHED","2001","EUR","","ALB","BTSX","454 [421-488]","454.00000","421.00000","488.00000","","",""
"RS_196","PUBLISHED","2001","EUR","","ALB","MLE","356 [331-383]","356.41260","330.50600","383.10430","","",""
"RS_196","PUBLISHED","2016","EUR","","ALB","MLE","309 [286-331]","308.88290","285.65860","331.33300","","",""
"RS_196","PUBLISHED","2008","EUR","","ALB","MLE","332 [309-356]","332.41180","308.72260","356.10090","","",""
"RS_196","PUBLISHED","2009","EUR","","ALB","FMLE","103 [95-110]","102.81600","95.36902","110.26290","","",""
"RS_198","PUBLISHED","2013","EUR","","ALB","MLE","21.4 [19.8-23.0]","21.37256","19.78155","23.01660","","",""
"RS_198","PUBLISHED","2006","EUR","","ALB","MLE","22.5 [20.9-24.1]","22.52088","20.94047","24.10130","","",""
"RS_198","PUBLISHED","2008","EUR","","ALB","FMLE","6.9 [6.4-7.4]","6.86777","6.37834","7.35720","","",""
"RS_198","PUBLISHED","2016","EUR","","ALB","MLE","21.0 [19.4-22.5]","21.00461","19.42532","22.53126","","",""
"RS_198","PUBLISHED","2018","EUR","","ALB","MLE","16.7 [15.4-17.9]","16.65308","15.37227","17.88440","","",""
"RS_198","PUBLISHED","2005","EUR","","ALB","MLE","23.2 [21.5-24.8]","23.17357","21.51472","24.83241","","",""
"RS_198","PUBLISHED","2000","EUR","","ALB","BTSX","14.3 [13.2-15.5]","14.34850","13.19807","15.49894","","",""
"RS_198","PUBLISHED","2019","EUR","","ALB","FMLE","5.5 [5.1-5.9]","5.52855","5.10147","5.93473","","",""
"RS_198","PUBLISHED","2000","EUR","","ALB","MLE","22.4 [20.6-24.2]","22.39698","20.60123","24.19273","","",""
"RS_198","PUBLISHED","2005","EUR","","ALB","FMLE","6.6 [6.1-7.1]","6.60345","6.13075","7.07615","","",""
"RS_198","PUBLISHED","2017","EUR","","ALB","BTSX","11.4 [10.6-12.3]","11.43689","10.56114","12.28790","","",""
"RS_198","PUBLISHED","2017","EUR","","ALB","MLE","17.4 [16.0-18.7]","17.36654","16.03674","18.65877","","",""
"RS_198","PUBLISHED","2015","EUR","","ALB","FMLE","6.5 [6.0-7.0]","6.49971","6.00978","6.98964","","",""
"RS_198","PUBLISHED","2011","EUR","","ALB","BTSX","14.3 [13.2-15.4]","14.30717","13.21450","15.36570","","",""
"RS_198","PUBLISHED","2005","EUR","","ALB","BTSX","14.9 [13.9-16.0]","14.93451","13.86545","16.00358","","",""
"RS_198","PUBLISHED","2019","EUR","","ALB","MLE","17.6 [16.3-18.9]","17.64953","16.28610","18.94623","","",""
"RS_196","PUBLISHED","2017","EMR","","ARE","MLE","1052 [900-1200]","1051.51600","900.36420","1200.38100","","",""
"RS_196","PUBLISHED","2010","EMR","","ARE","BTSX","1659 [1404-1914]","1659.00000","1404.00000","1914.00000","","",""
"RS_196","PUBLISHED","2016","EMR","","ARE","FMLE","261 [223-298]","260.66870","222.76450","298.26210","","",""
"RS_196","PUBLISHED","2019","EMR","","ARE","MLE","730 [627-829]","729.67230","626.84460","829.23980","","",""
"RS_196","PUBLISHED","2019","EMR","","ARE","FMLE","141 [121-160]","140.71090","120.88150","159.91160","","",""
"RS_196","PUBLISHED","2001","EMR","","ARE","BTSX","522 [457-586]","522.00000","457.00000","586.00000","","",""
"RS_196","PUBLISHED","2013","EMR","","ARE","BTSX","1623 [1379-1867]","1623.00000","1379.00000","1867.00000","","",""
"RS_196","PUBLISHED","2011","EMR","","ARE","BTSX","1710 [1447-1974]","1710.00000","1447.00000","1974.00000","","",""
"RS_196","PUBLISHED","2002","EMR","","ARE","BTSX","778 [682-874]","778.00000","682.00000","874.00000","","",""
"RS_196","PUBLISHED","2016","EMR","","ARE","BTSX","1678 [1434-1920]","1678.00000","1434.00000","1920.00000","","",""
"RS_196","PUBLISHED","2006","EMR","","ARE","MLE","793 [687-900]","792.85680","686.56170","900.02310","","",""
"RS_196","PUBLISHED","2011","EMR","","ARE","MLE","1520 [1287-1755]","1520.37200","1286.53700","1755.09600","","",""
"RS_196","PUBLISHED","2012","EMR","","ARE","FMLE","192 [163-220]","191.56260","162.62320","220.38490","","",""
"RS_196","PUBLISHED","2011","EMR","","ARE","FMLE","190 [160-219]","189.62790","160.46290","218.90380","","",""
"RS_196","PUBLISHED","2014","EMR","","ARE","MLE","1409 [1201-1619]","1409.31700","1200.84900","1618.64800","","",""
"RS_196","PUBLISHED","2006","EMR","","ARE","FMLE","117 [101-133]","117.14320","101.43830","132.97690","","",""
"RS_198","PUBLISHED","2010","EMR","","ARE","MLE","23.2 [19.6-26.7]","23.15454","19.59553","26.71356","","",""
"RS_198","PUBLISHED","2005","EMR","","ARE","MLE","22.7 [19.8-25.7]","22.74947","19.79948","25.67288","","",""
"RS_198","PUBLISHED","2000","EMR","","ARE","FMLE","8.5 [7.4-9.6]","8.47839","7.39748","9.55930","","",""
"RS_198","PUBLISHED","2016","EMR","","ARE","BTSX","17.9 [15.3-20.5]","17.92548","15.31892","20.51068","","",""
"RS_198","PUBLISHED","2006","EMR","","ARE","BTSX","17.2 [14.9-19.5]","17.16925","14.86744","19.48993","","",""
"RS_198","PUBLISHED","2019","EMR","","ARE","BTSX","8.9 [7.7-10.1]","8.90825","7.65288","10.12383","","",""
"RS_198","PUBLISHED","2004","EMR","","ARE","MLE","25.7 [22.4-28.9]","25.65995","22.36944","28.92027","","",""
"RS_198","PUBLISHED","2007","EMR","","ARE","FMLE","7.5 [6.4-8.6]","7.50572","6.41673","8.59470","","",""
"RS_198","PUBLISHED","2009","EMR","","ARE","BTSX","19.0 [16.2-21.9]","19.02147","16.17962","21.85070","","",""
"RS_198","PUBLISHED","2013","EMR","","ARE","FMLE","8.1 [6.9-9.4]","8.13865","6.91509","9.36221","","",""
"RS_198","PUBLISHED","2016","EMR","","ARE","MLE","21.7 [18.5-24.8]","21.67891","18.52656","24.80543","","",""
"RS_198","PUBLISHED","2015","EMR","","ARE","BTSX","18.1 [15.4-20.7]","18.09369","15.44873","20.73866","","",""
"RS_198","PUBLISHED","2004","EMR","","ARE","BTSX","20.9 [18.2-23.5]","20.89182","18.21276","23.54632","","",""
"RS_198","PUBLISHED","2017","EMR","","ARE","FMLE","7.1 [6.1-8.1]","7.13840","6.11228","8.14900","","",""
"RS_198","PUBLISHED","2014","EMR","","ARE","MLE","21.5 [18.3-24.7]","21.46623","18.29091","24.65467","","",""
"RS_198","PUBLISHED","2008","EMR","","ARE","MLE","21.5 [18.3-24.6]","21.50273","18.34404","24.64453","","",""
"RS_196","PUBLISHED","2016","AMR","","ARG","FMLE","1414 [1160-1696]","1413.94000","1160.23300","1695.78400","","",""
"RS_196","PUBLISHED","2006","AMR","","ARG","FMLE","1279 [1077-1497]","1279.02600","1076.95700","1497.02400","","",""
"RS_196","PUBLISHED","2012","AMR","","ARG","FMLE","1156 [975-1348]","1155.55600","975.22360","1348.13100","","",""
"RS_196","PUBLISHED","2010","AMR","","ARG","MLE","4139 [3616-4693]","4139.00900","3616.45500","4693.32900","","",""
"RS_196","PUBLISHED","2015","AMR","","ARG","FMLE","1259 [1045-1501]","1259.42900","1045.11700","1500.97400","","",""
"RS_196","PUBLISHED","2005","AMR","","ARG","FMLE","1053 [887-1238]","1053.43600","886.59940","1237.64300","","",""
"RS_196","PUBLISHED","2014","AMR","","ARG","FMLE","1208 [1011-1425]","1207.79100","1011.09600","1424.63000","","",""
"RS_196","PUBLISHED","2019","AMR","","ARG","FMLE","1465 [1148-1821]","1464.98500","1147.53800","1820.63300","","",""
"RS_196","PUBLISHED","2006","AMR","","ARG","MLE","3871 [3360-4420]","3870.97400","3359.71300","4419.73300","","",""
"RS_196","PUBLISHED","2001","AMR","","ARG","MLE","3341 [2903-3813]","3340.96100","2903.36600","3813.01700","","",""
"RS_196","PUBLISHED","2009","AMR","","ARG","MLE","4236 [3692-4804]","4236.12900","3692.16600","4803.82900","","",""
"RS_196","PUBLISHED","2012","AMR","","ARG","MLE","4312 [3773-4882]","4312.44400","3772.75000","4881.94100","","",""
"RS_196","PUBLISHED","2009","AMR","","ARG","BTSX","5381 [4655-6141]","5381.00000","4655.04600","6140.88400","","",""
"RS_196","PUBLISHED","2009","AMR","","ARG","FMLE","1145 [963-1337]","1144.87100","962.88000","1337.05500","","",""
"RS_196","PUBLISHED","2016","AMR","","ARG","MLE","4705 [4011-5480]","4705.06000","4011.20200","5479.95300","","",""
"RS_196","PUBLISHED","2010","AMR","","ARG","BTSX","5252 [4554-5994]","5252.00000","4553.61700","5994.00900","","",""
"RS_196","PUBLISHED","2004","AMR","","ARG","FMLE","934 [788-1098]","933.82220","787.58100","1098.36800","","",""
"RS_198","PUBLISHED","2018","AMR","","ARG","MLE","22.0 [18.2-26.2]","22.00715","18.22491","26.20385","","",""
"RS_198","PUBLISHED","2004","AMR","","ARG","MLE","16.8 [14.6-19.3]","16.84919","14.58835","19.28681","","",""
"RS_198","PUBLISHED","2000","AMR","","ARG","FMLE","5.2 [4.4-6.1]","5.19527","4.38075","6.09184","","",""
"RS_198","PUBLISHED","2012","AMR","","ARG","MLE","21.2 [18.6-24.0]","21.21342","18.55861","24.01485","","",""
"RS_198","PUBLISHED","2017","AMR","","ARG","BTSX","14.0 [11.6-16.6]","13.99931","11.64671","16.58809","","",""
"RS_198","PUBLISHED","2008","AMR","","ARG","MLE","23.7 [20.7-26.9]","23.73033","20.67611","26.93823","","",""
"RS_198","PUBLISHED","2000","AMR","","ARG","BTSX","11.5 [9.9-13.2]","11.46707","9.86488","13.20296","","",""
"RS_198","PUBLISHED","2018","AMR","","ARG","FMLE","5.5 [4.4-6.8]","5.54639","4.39754","6.82490","","",""
"RS_198","PUBLISHED","2006","AMR","","ARG","MLE","20.3 [17.6-23.1]","20.27115","17.59383","23.14484","","",""
"RS_198","PUBLISHED","2007","AMR","","ARG","BTSX","14.1 [12.2-16.1]","14.10129","12.20522","16.13895","","",""
"RS_198","PUBLISHED","2011","AMR","","ARG","FMLE","6.0 [5.0-7.0]","5.95828","5.02982","6.95089","","",""
"RS_198","PUBLISHED","2017","AMR","","ARG","MLE","22.3 [18.7-26.2]","22.26973","18.70164","26.18109","","",""
"RS_198","PUBLISHED","2018","AMR","","ARG","BTSX","13.6 [11.1-16.3]","13.57310","11.14014","16.27459","","",""
"RS_198","PUBLISHED","2015","AMR","","ARG","MLE","22.5 [19.4-25.9]","22.49053","19.36070","25.90857","","",""
"RS_198","PUBLISHED","2016","AMR","","ARG","FMLE","6.3 [5.2-7.6]","6.33972","5.20217","7.60344","","",""
"RS_196","PUBLISHED","2001","EUR","","ARM","FMLE","169 [153-185]","168.78670","152.87420","184.69930","","",""
"RS_196","PUBLISHED","2000","EUR","","ARM","BTSX","603 [535-672]","603.00000","535.00000","672.00000","","",""
"RS_196","PUBLISHED","2016","EUR","","ARM","MLE","317 [297-336]","316.77020","297.09110","336.44940","","",""
"RS_196","PUBLISHED","2017","EUR","","ARM","FMLE","133 [125-141]","132.99680","125.32860","140.81510","","",""
"RS_196","PUBLISHED","2013","EUR","","ARM","MLE","380 [352-407]","379.52800","352.19570","406.86030","","",""
"RS_196","PUBLISHED","2013","EUR","","ARM","BTSX","486 [451-521]","486.00000","451.00000","521.00000","","",""
"RS_196","PUBLISHED","2014","EUR","","ARM","MLE","366 [340-391]","365.74080","340.10130","390.62630","","",""
"RS_196","PUBLISHED","2011","EUR","","ARM","FMLE","125 [116-135]","125.45470","116.35310","134.55630","","",""
"RS_196","PUBLISHED","2008","EUR","","ARM","MLE","406 [378-433]","405.82480","378.44770","433.20190","","",""
"RS_196","PUBLISHED","2008","EUR","","ARM","BTSX","504 [470-538]","504.00000","470.00000","538.00000","","",""
"RS_196","PUBLISHED","2007","EUR","","ARM","FMLE","173 [162-185]","173.21180","161.77640","184.64710","","",""
"RS_196","PUBLISHED","2012","EUR","","ARM","MLE","400 [371-430]","400.21640","370.87260","429.56020","","",""
"RS_196","PUBLISHED","2015","EUR","","ARM","FMLE","114 [107-122]","114.20300","106.74490","121.66120","","",""
"RS_196","PUBLISHED","2017","EUR","","ARM","BTSX","483 [455-511]","482.79270","454.95630","511.17410","","",""
"RS_196","PUBLISHED","2010","EUR","","ARM","FMLE","145 [135-156]","145.43750","134.78890","156.08610","","",""
"RS_196","PUBLISHED","2013","EUR","","ARM","FMLE","106 [99-114]","106.47200","98.80427","114.13970","","",""
"RS_196","PUBLISHED","2007","EUR","","ARM","MLE","342 [319-364]","341.78820","319.22360","364.35290","","",""
"RS_198","PUBLISHED","2006","EUR","","ARM","FMLE","10.1 [9.4-10.8]","10.10576","9.41673","10.77565","","",""
"RS_198","PUBLISHED","2013","EUR","","ARM","MLE","27.9 [25.9-29.9]","27.92168","25.91086","29.93250","","",""
"RS_198","PUBLISHED","2010","EUR","","ARM","FMLE","9.5 [8.8-10.2]","9.49974","8.80419","10.19529","","",""
"RS_198","PUBLISHED","2010","EUR","","ARM","MLE","27.7 [25.7-29.8]","27.74629","25.71477","29.77781","","",""
"RS_198","PUBLISHED","2018","EUR","","ARM","FMLE","8.6 [8.2-9.1]","8.63794","8.17663","9.11739","","",""
"RS_198","PUBLISHED","2011","EUR","","ARM","FMLE","8.2 [7.6-8.8]","8.19886","7.60404","8.79368","","",""
"RS_198","PUBLISHED","2000","EUR","","ARM","MLE","32.2 [28.5-35.8]","32.16137","28.53455","35.84152","","",""
"RS_198","PUBLISHED","2000","EUR","","ARM","BTSX","19.6 [17.4-21.9]","19.64427","17.42900","21.89212","","",""
"RS_198","PUBLISHED","2016","EUR","","ARM","MLE","22.9 [21.5-24.4]","22.93751","21.51254","24.36249","","",""
"RS_198","PUBLISHED","2017","EUR","","ARM","MLE","25.2 [23.8-26.7]","25.24942","23.79362","26.73373","","",""
"RS_198","PUBLISHED","2000","EUR","","ARM","FMLE","8.6 [7.6-9.6]","8.57017","7.60372","9.55084","","",""
"RS_198","PUBLISHED","2014","EUR","","ARM","FMLE","7.7 [7.2-8.2]","7.72152","7.18022","8.24691","","",""
"RS_196","PUBLISHED","2007","AMR","","ATG","BTSX","6 [4-8]","6.08544","4.34243","8.17165","","",""
"RS_196","PUBLISHED","2006","AMR","","ATG","BTSX","2 [1-3]","1.95954","1.43627","2.59076","","",""
"RS_196","PUBLISHED","2001","AMR","","ATG","FMLE","1 [1-1]","0.72590","0.54942","0.95049","","",""
"RS_196","PUBLISHED","2019","AMR","","ATG","MLE","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2012","AMR","","ATG","MLE","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2003","AMR","","ATG","FMLE","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2001","AMR","","ATG","MLE","9 [7-12]","9.27410","6.89839","12.08964","","",""
"RS_196","PUBLISHED","2012","AMR","","ATG","FMLE","1 [0-1]","0.66682","0.47351","0.90497","","",""
"RS_196","PUBLISHED","2018","AMR","","ATG","MLE","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2015","AMR","","ATG","BTSX","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2017","AMR","","ATG","BTSX","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2002","AMR","","ATG","MLE","2 [1-3]","2.00000","1.49995","2.63499","","",""
"RS_196","PUBLISHED","2016","AMR","","ATG","FMLE","0 [0-0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2004","AMR","","ATG","BTSX","2 [2-3]","2.00000","1.51372","2.61444","","",""
"RS_196","PUBLISHED","2010","AMR","","ATG","MLE","3 [2-5]","3.40217","2.47888","4.65780","","",""
"RS_196","PUBLISHED","2008","AMR","","ATG","MLE","9 [7-12]","9.01612","6.58175","11.95393","","",""
"RS_198","PUBLISHED","2014","AMR","","ATG","BTSX","0.6 [0.4-0.8]","0.55490","0.38401","0.75666","","",""
"RS_198","PUBLISHED","2011","AMR","","ATG","MLE","15.0 [10.9-20.9]","15.02411","10.94806","20.89417","","",""
"RS_198","PUBLISHED","2016","AMR","","ATG","MLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2016","AMR","","ATG","BTSX","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2005","AMR","","ATG","MLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2004","AMR","","ATG","BTSX","2.5 [1.9-3.3]","2.48920","1.88398","3.25394","","",""
"RS_198","PUBLISHED","2017","AMR","","ATG","MLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2007","AMR","","ATG","FMLE","3.2 [2.3-4.3]","3.19640","2.26893","4.33917","","",""
"RS_198","PUBLISHED","2019","AMR","","ATG","MLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2011","AMR","","ATG","BTSX","8.8 [6.3-12.2]","8.75053","6.31727","12.16681","","",""
"RS_198","PUBLISHED","2007","AMR","","ATG","BTSX","7.2 [5.2-9.7]","7.24207","5.16777","9.72480","","",""
"RS_198","PUBLISHED","2018","AMR","","ATG","FMLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_198","PUBLISHED","2005","AMR","","ATG","FMLE","0.0 [0.0-0.0]","0.00000","0.00000","0.00000","","",""
"RS_196","PUBLISHED","2004","WPR","","AUS","MLE","1179 [1044-1326]","1178.82800","1044.31600","1326.27400","","",""
"RS_196","PUBLISHED","2001","WPR","","AUS","BTSX","1791 [1572-2025]","1791.00000","1571.83100","2024.61400","","",""
"RS_196","PUBLISHED","2019","WPR","","AUS","MLE","910 [725-1116]","910.43050","725.34060","1115.50500","","",""
"RS_196","PUBLISHED","2003","WPR","","AUS","FMLE","464 [395-539]","463.81580","394.60430","538.67440","","",""
"RS_196","PUBLISHED","2011","WPR","","AUS","BTSX","1337 [1156-1529]","1337.00000","1155.73500","1529.38300","","",""
"RS_196","PUBLISHED","2015","WPR","","AUS","MLE","892 [759-1032]","891.62310","759.27580","1032.28500","","",""
"RS_196","PUBLISHED","2005","WPR","","AUS","FMLE","446 [379-519]","446.24170","379.23320","518.68340","","",""
"RS_196","PUBLISHED","2015","WPR","","AUS","FMLE","351 [285-422]","351.37690","285.21980","422.33810","","",""
"RS_196","PUBLISHED","2010","WPR","","AUS","MLE","1060 [931-1198]","1060.20900","930.67470","1198.38900","","",""
"RS_196","PUBLISHED","2001","WPR","","AUS","FMLE","490 [419-567]","490.15900","418.52620","567.06210","","",""
"RS_196","PUBLISHED","2000","WPR","","AUS","BTSX","1873 [1641-2117]","1873.00000","1641.25700","2117.48100","","",""
"RS_196","PUBLISHED","2004","WPR","","AUS","FMLE","453 [388-524]","453.17210","387.75910","523.55040","","",""
"RS_196","PUBLISHED","2018","WPR","","AUS","FMLE","312 [246-387]","311.97040","245.92620","386.52780","","",""
"RS_196","PUBLISHED","2003","WPR","","AUS","MLE","1207 [1069-1357]","1207.18400","1069.45100","1357.49200","","",""
"RS_198","PUBLISHED","2003","WPR","","AUS","BTSX","8.5 [7.5-9.7]","8.51501","7.46047","9.66241","","",""
"RS_198","PUBLISHED","2018","WPR","","AUS","BTSX","4.8 [3.9-5.8]","4.79252","3.85166","5.83613","","",""
