"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"RS_198","PUBLISHED","2003","WPR","","","FMLE","10.3 [9.0-11.6]","10.25687","9.03576","11.58673","","",""
"RS_198","PUBLISHED","2009","WPR","","","BTSX","18.7 [14.9-21.2]","18.71862","14.91601","21.17979","","",""
"RS_198","PUBLISHED","2009","WPR","","","FMLE","9.3 [8.3-10.5]","9.33792","8.25243","10.50172","","",""
"RS_198","PUBLISHED","2013","WPR","","","FMLE","9.0 [7.8-10.2]","8.97680","7.77667","10.21601","","",""
"RS_198","PUBLISHED","2012","WPR","","","FMLE","9.3 [8.1-10.6]","9.31851","8.11055","10.62573","","",""
"RS_198","PUBLISHED","2014","WPR","","","BTSX","17.3 [13.8-20.0]","17.25815","13.78703","20.00922","","",""
"RS_198","PUBLISHED","2000","GLOBAL","WB_WORLD_INCOME","","FMLE","10.4 [8.9-12.1]","10.44989","8.88366","12.09873","","",""
"RS_198","PUBLISHED","2000","GLOBAL","WB_WORLD_INCOME","","BTSX","19.1 [16.1-22.3]","19.09878","16.14509","22.25705","","",""
"RS_198","PUBLISHED","2001","GLOBAL","WB_WORLD_INCOME","","MLE","27.8 [23.5-32.2]","27.83237","23.48648","32.20738","","",""
"RS_198","PUBLISHED","2001","GLOBAL","WB_WORLD_INCOME","","FMLE","10.4 [8.9-12.0]","10.40667","8.87363","12.03839","","",""
"RS_198","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","","MLE","27.9 [22.9-31.8]","27.93033","22.90306","31.82089","","",""
"RS_198","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","","FMLE","9.8 [8.3-11.2]","9.75995","8.34669","11.23590","","",""
"RS_198","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","","BTSX","18.9 [15.7-21.6]","18.91772","15.68302","21.61062","","",""
"RS_198","PUBLISHED","2007","GLOBAL","WB_WORLD_INCOME","","MLE","28.0 [22.8-31.8]","27.96299","22.80166","31.83905","","",""
"RS_198","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","","FMLE","9.1 [7.7-10.5]","9.07200","7.72758","10.47550","","",""
"RS_198","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","","BTSX","18.2 [14.7-20.9]","18.18952","14.73795","20.88386","","",""
"RS_198","PUBLISHED","2012","GLOBAL","WB_WORLD_INCOME","","MLE","26.9 [21.3-30.9]","26.87518","21.28711","30.90000","","",""
"RS_198","PUBLISHED","2012","GLOBAL","WB_WORLD_INCOME","","FMLE","8.9 [7.6-10.4]","8.94838","7.61148","10.36403","","",""
"RS_198","PUBLISHED","2012","GLOBAL","WB_WORLD_INCOME","","BTSX","18.0 [14.5-20.7]","17.98788","14.50735","20.71920","","",""
"RS_198","PUBLISHED","2017","GLOBAL","WB_WORLD_INCOME","","MLE","24.8 [19.6-29.4]","24.81918","19.59501","29.43819","","",""
"RS_198","PUBLISHED","2017","GLOBAL","WB_WORLD_INCOME","","FMLE","8.5 [7.0-10.1]","8.49188","7.00825","10.10273","","",""
"RS_198","PUBLISHED","2017","GLOBAL","WB_WORLD_INCOME","","BTSX","16.7 [13.4-19.9]","16.72435","13.35468","19.85196","","",""
"RS_198","PUBLISHED","2018","GLOBAL","WB_WORLD_INCOME","","MLE","24.8 [19.4-29.7]","24.77961","19.40391","29.72332","","",""
"RS_198","PUBLISHED","2012","SEAR","","","BTSX","17.6 [13.0-20.2]","17.58241","12.97839","20.21726","","",""
"RS_198","PUBLISHED","2011","SEAR","","","MLE","27.6 [20.0-31.7]","27.59212","19.99954","31.67228","","",""
"RS_198","PUBLISHED","2007","SEAR","","","FMLE","7.5 [6.3-8.7]","7.48333","6.31663","8.69019","","",""
"RS_198","PUBLISHED","2011","","WB_UMI","","FMLE","9.7 [8.5-11.0]","9.69803","8.47370","11.02036","","",""
"RS_198","PUBLISHED","2019","","WB_UMI","","MLE","25.7 [20.1-31.5]","25.65463","20.12690","31.47585","","",""
"RS_198","PUBLISHED","2001","","WB_UMI","","FMLE","11.1 [9.8-12.7]","11.11690","9.76383","12.66129","","",""
"RS_198","PUBLISHED","2013","","WB_UMI","","FMLE","9.1 [7.9-10.4]","9.08055","7.88995","10.36174","","",""
"RS_198","PUBLISHED","2004","","WB_UMI","","BTSX","21.1 [18.2-23.6]","21.05785","18.24957","23.64752","","",""
"RS_198","PUBLISHED","2012","","WB_UMI","","BTSX","20.0 [16.6-22.7]","19.96750","16.58206","22.71154","","",""
"RS_198","PUBLISHED","2018","","WB_UMI","","FMLE","8.0 [6.5-9.7]","7.99242","6.51049","9.69547","","",""
"RS_198","PUBLISHED","2016","","WB_UMI","","MLE","27.0 [22.1-31.7]","27.04928","22.11087","31.72730","","",""
"RS_198","PUBLISHED","2010","","WB_UMI","","MLE","30.5 [24.7-34.4]","30.47953","24.66283","34.37512","","",""
"RS_198","PUBLISHED","2019","","WB_UMI","","BTSX","16.8 [13.2-20.7]","16.82297","13.24200","20.65703","","",""
"RS_198","PUBLISHED","2001","","WB_UMI","","MLE","31.4 [27.6-36.4]","31.38955","27.59266","36.38321","","",""
"RS_198","PUBLISHED","2007","","WB_UMI","","MLE","31.8 [26.5-35.5]","31.76898","26.51338","35.52633","","",""
"RS_198","PUBLISHED","2016","","WB_UMI","","BTSX","17.7 [14.6-20.8]","17.70249","14.57888","20.77853","","",""
"RS_198","PUBLISHED","2008","EUR","","","MLE","20.3 [18.5-22.3]","20.33834","18.51544","22.27495","","",""
"RS_198","PUBLISHED","2011","EUR","","","FMLE","5.2 [4.7-5.9]","5.22501","4.65159","5.86813","","",""
"RS_198","PUBLISHED","2014","EUR","","","BTSX","9.7 [8.6-10.8]","9.69982","8.64502","10.78263","","",""
"RS_198","PUBLISHED","2012","EUR","","","FMLE","5.0 [4.4-5.6]","4.99404","4.44015","5.64553","","",""
"RS_198","PUBLISHED","2017","EUR","","","MLE","12.5 [10.8-14.6]","12.46164","10.79374","14.55592","","",""
"RS_198","PUBLISHED","2010","EUR","","","FMLE","5.1 [4.5-5.7]","5.09166","4.53637","5.68480","","",""
"RS_198","PUBLISHED","2006","EUR","","","BTSX","14.1 [12.8-15.5]","14.12120","12.79017","15.48722","","",""
"RS_198","PUBLISHED","2009","EUR","","","FMLE","5.5 [4.9-6.1]","5.46910","4.88458","6.09462","","",""
"RS_198","PUBLISHED","2009","EUR","","","MLE","17.6 [16.0-19.3]","17.57257","16.02395","19.27676","","",""
"RS_198","PUBLISHED","2019","EUR","","","FMLE","3.7 [2.9-4.7]","3.66530","2.87284","4.66501","","",""
"RS_198","PUBLISHED","2017","EUR","","","BTSX","8.1 [7.0-9.5]","8.07719","6.96643","9.48450","","",""
"RS_198","PUBLISHED","2000","EUR","","","MLE","23.1 [21.3-25.2]","23.14330","21.26177","25.15023","","",""
"RS_198","PUBLISHED","2015","EUR","","","BTSX","9.2 [8.1-10.4]","9.17985","8.14606","10.39213","","",""
"RS_198","PUBLISHED","2005","EUR","","","BTSX","14.5 [13.0-15.9]","14.52762","13.02910","15.94181","","",""
"RS_198","PUBLISHED","2012","EUR","","","MLE","16.2 [14.7-17.9]","16.21561","14.73215","17.92487","","",""
"RS_198","PUBLISHED","2011","EUR","","","BTSX","10.8 [9.8-12.0]","10.79909","9.77094","11.95865","","",""
"RS_198","PUBLISHED","2002","","WB_HI","","MLE","19.6 [18.0-21.2]","19.58183","18.03794","21.16374","","",""
"RS_198","PUBLISHED","2000","","WB_HI","","MLE","20.5 [18.8-22.2]","20.53620","18.82858","22.19429","","",""
"RS_198","PUBLISHED","2013","","WB_HI","","FMLE","4.3 [3.8-4.8]","4.34390","3.84252","4.83360","","",""
"RS_198","PUBLISHED","2001","","WB_HI","","FMLE","7.4 [6.7-8.2]","7.44105","6.71902","8.15290","","",""
"RS_198","PUBLISHED","2006","","WB_HI","","BTSX","11.9 [10.9-13.0]","11.91190","10.88551","12.99691","","",""
"RS_198","PUBLISHED","2008","","WB_HI","","FMLE","5.4 [4.8-6.0]","5.41732","4.84905","5.98011","","",""
"RS_198","PUBLISHED","2018","","WB_HI","","BTSX","8.3 [7.2-9.5]","8.34240","7.19804","9.52260","","",""
"RS_198","PUBLISHED","2011","","WB_HI","","FMLE","4.6 [4.1-5.1]","4.59462","4.08292","5.09685","","",""
"RS_198","PUBLISHED","2017","","WB_HI","","MLE","12.5 [10.9-14.1]","12.50487","10.92560","14.12599","","",""
"RS_198","PUBLISHED","2014","","WB_HI","","MLE","12.1 [10.9-13.4]","12.06298","10.89641","13.40239","","",""
"RS_198","PUBLISHED","2016","","WB_HI","","BTSX","8.5 [7.5-9.5]","8.48778","7.48225","9.51481","","",""
"RS_198","PUBLISHED","2004","","WB_HI","","FMLE","6.8 [6.1-7.5]","6.81115","6.14704","7.46189","","",""
"RS_198","PUBLISHED","2009","","WB_HI","","BTSX","9.6 [8.7-10.5]","9.55610","8.66632","10.52479","","",""
"RS_198","PUBLISHED","2014","","WB_HI","","FMLE","4.2 [3.7-4.7]","4.20217","3.70378","4.69280","","",""
"RS_198","PUBLISHED","2006","","WB_HI","","MLE","17.6 [16.2-19.1]","17.57638","16.15231","19.12985","","",""
"RS_198","PUBLISHED","2001","","WB_HI","","BTSX","13.6 [12.4-14.7]","13.55917","12.40681","14.70383","","",""
"RS_198","PUBLISHED","2001","EMR","","","BTSX","18.9 [15.3-22.3]","18.91002","15.31093","22.34324","","",""
"RS_198","PUBLISHED","2006","EMR","","","BTSX","20.5 [17.0-24.0]","20.52044","16.97238","23.98316","","",""
"RS_198","PUBLISHED","2014","EMR","","","BTSX","18.0 [14.9-21.6]","17.99491","14.86912","21.55953","","",""
"RS_198","PUBLISHED","2008","EMR","","","BTSX","20.1 [16.6-23.6]","20.05033","16.63204","23.60627","","",""
"RS_198","PUBLISHED","2006","EMR","","","MLE","28.0 [23.0-32.7]","28.04522","23.02823","32.73269","","",""
"RS_198","PUBLISHED","2015","EMR","","","BTSX","18.0 [14.8-21.5]","17.95721","14.84024","21.46440","","",""
"RS_198","PUBLISHED","2009","EMR","","","MLE","27.0 [22.4-31.8]","26.99095","22.37377","31.81041","","",""
"RS_198","PUBLISHED","2009","EMR","","","FMLE","12.3 [10.3-14.4]","12.25306","10.28704","14.41748","","",""
"RS_198","PUBLISHED","2003","EMR","","","BTSX","20.4 [16.6-24.1]","20.44497","16.61411","24.12076","","",""
"RS_198","PUBLISHED","2007","EMR","","","MLE","27.1 [22.3-31.8]","27.09382","22.27968","31.79907","","",""
"RS_198","PUBLISHED","2002","EMR","","","FMLE","12.2 [10.0-14.6]","12.21229","10.02425","14.58025","","",""
"RS_198","PUBLISHED","2002","EMR","","","BTSX","19.5 [15.7-23.1]","19.46403","15.72564","23.07800","","",""
"RS_198","PUBLISHED","2004","EMR","","","BTSX","20.5 [16.8-24.0]","20.48443","16.78438","24.04526","","",""
"RS_198","PUBLISHED","2011","WPR","","","MLE","27.8 [21.2-31.8]","27.78848","21.19969","31.84333","","",""
"RS_198","PUBLISHED","2002","WPR","","","MLE","29.6 [25.4-34.8]","29.60424","25.42878","34.83822","","",""
"RS_198","PUBLISHED","2018","WPR","","","FMLE","8.3 [6.7-10.0]","8.27267","6.72719","10.02629","","",""
"RS_198","PUBLISHED","2006","WPR","","","MLE","28.2 [22.7-31.9]","28.17701","22.69099","31.89165","","",""
"RS_198","PUBLISHED","2015","WPR","","","BTSX","16.9 [13.5-19.9]","16.92728","13.47385","19.88337","","",""
"RS_198","PUBLISHED","2005","WPR","","","BTSX","19.3 [16.2-21.8]","19.28293","16.17597","21.75741","","",""
"RS_198","PUBLISHED","2010","WPR","","","BTSX","18.6 [14.6-21.2]","18.62382","14.55863","21.24268","","",""
"RS_198","PUBLISHED","2004","WPR","","","FMLE","9.9 [8.7-11.1]","9.87633","8.71205","11.12537","","",""
"RS_198","PUBLISHED","2018","WPR","","","MLE","24.5 [18.9-29.9]","24.45313","18.93094","29.85789","","",""
"RS_198","PUBLISHED","2001","WPR","","","MLE","29.1 [25.3-34.7]","29.12199","25.34960","34.67139","","",""
"RS_198","PUBLISHED","2004","WPR","","","BTSX","19.2 [16.4-21.7]","19.18720","16.36181","21.71474","","",""
"RS_198","PUBLISHED","2016","WPR","","","MLE","24.9 [19.5-29.7]","24.93494","19.51812","29.70177","","",""
"RS_198","PUBLISHED","2013","WPR","","","MLE","26.5 [20.3-30.8]","26.49516","20.25535","30.77614","","",""
"RS_198","PUBLISHED","2017","WPR","","","MLE","24.7 [19.0-29.7]","24.65537","18.98595","29.72222","","",""
"RS_198","PUBLISHED","2007","WPR","","","MLE","28.2 [22.4-31.8]","28.18451","22.37901","31.81109","","",""
"RS_198","PUBLISHED","2015","WPR","","","MLE","25.1 [19.6-29.6]","25.13901","19.56730","29.63169","","",""
"RS_198","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","","MLE","27.9 [23.4-31.9]","27.94141","23.43142","31.94832","","",""
"RS_198","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","","FMLE","10.0 [8.6-11.6]","10.04318","8.57671","11.58080","","",""
"RS_198","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","","BTSX","19.1 [16.1-21.8]","19.05924","16.05963","21.84074","","",""
"RS_198","PUBLISHED","2004","GLOBAL","WB_WORLD_INCOME","","MLE","27.8 [23.1-31.6]","27.75646","23.11656","31.63046","","",""
"RS_198","PUBLISHED","2004","GLOBAL","WB_WORLD_INCOME","","FMLE","9.8 [8.4-11.3]","9.82383","8.40055","11.31622","","",""
"RS_198","PUBLISHED","2008","GLOBAL","WB_WORLD_INCOME","","BTSX","18.6 [15.2-21.3]","18.61236","15.22521","21.25335","","",""
"RS_198","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","","MLE","27.3 [21.9-31.1]","27.27311","21.86116","31.13158","","",""
"RS_198","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","","FMLE","9.2 [7.8-10.6]","9.17655","7.84912","10.56510","","",""
"RS_198","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","","BTSX","18.3 [14.9-20.9]","18.30080","14.91397","20.93468","","",""
"RS_198","PUBLISHED","2014","GLOBAL","WB_WORLD_INCOME","","FMLE","8.6 [7.3-10.0]","8.62919","7.29036","10.03027","","",""
"RS_198","PUBLISHED","2014","GLOBAL","WB_WORLD_INCOME","","BTSX","17.2 [13.9-19.9]","17.19770","13.92074","19.91626","","",""
"RS_198","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","","MLE","25.2 [20.1-29.3]","25.20961","20.09925","29.34979","","",""
"RS_198","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","","FMLE","8.6 [7.2-10.0]","8.57243","7.20661","10.04813","","",""
"RS_196","PUBLISHED","2013","AMR","","GTM","FMLE","349 [267-446]","348.89010","266.80130","445.52560","","",""
"RS_196","PUBLISHED","2009","AMR","","GTM","FMLE","392 [300-504]","391.62300","300.19960","504.29670","","",""
"RS_196","PUBLISHED","2005","AMR","","GTM","MLE","466 [363-588]","466.43210","363.35500","587.63910","","",""
"RS_196","PUBLISHED","2019","AMR","","GTM","FMLE","670 [461-943]","669.79730","461.04280","942.80630","","",""
"RS_196","PUBLISHED","2000","AMR","","GTM","BTSX","798 [620-1008]","798.00000","620.49400","1008.45000","","",""
"RS_196","PUBLISHED","2015","AMR","","GTM","FMLE","391 [298-501]","391.39490","297.78600","500.96830","","",""
"RS_196","PUBLISHED","2018","AMR","","GTM","MLE","2931 [2163-3889]","2931.22600","2162.67800","3889.19100","","",""
"RS_196","PUBLISHED","2010","AMR","","GTM","MLE","1607 [1257-2022]","1606.61500","1257.29200","2022.29500","","",""
"RS_198","PUBLISHED","2016","AMR","","GTM","BTSX","16.6 [12.8-21.1]","16.63141","12.81849","21.07170","","",""
"RS_198","PUBLISHED","2014","AMR","","GTM","FMLE","4.3 [3.3-5.5]","4.32520","3.29205","5.54242","","",""
"RS_198","PUBLISHED","2016","AMR","","GTM","MLE","28.0 [21.6-35.2]","27.95936","21.63995","35.24615","","",""
"RS_198","PUBLISHED","2018","AMR","","GTM","MLE","34.5 [25.5-45.8]","34.51361","25.46437","45.79314","","",""
"RS_198","PUBLISHED","2013","AMR","","GTM","FMLE","4.4 [3.4-5.6]","4.40050","3.36512","5.61935","","",""
"RS_198","PUBLISHED","2006","AMR","","GTM","FMLE","1.7 [1.3-2.1]","1.66135","1.27083","2.13382","","",""
"RS_198","PUBLISHED","2015","AMR","","GTM","FMLE","4.7 [3.6-6.1]","4.73991","3.60628","6.06688","","",""
"RS_198","PUBLISHED","2015","AMR","","GTM","BTSX","14.0 [10.9-17.6]","13.99791","10.94786","17.57253","","",""
"RS_198","PUBLISHED","2010","AMR","","GTM","BTSX","13.4 [10.4-16.9]","13.38307","10.43840","16.90866","","",""
"RS_198","PUBLISHED","2004","AMR","","GTM","BTSX","5.0 [3.8-6.3]","4.95432","3.84663","6.25550","","",""
"RS_198","PUBLISHED","2012","AMR","","GTM","MLE","19.3 [15.1-23.9]","19.25777","15.14293","23.91352","","",""
"RS_198","PUBLISHED","2012","AMR","","GTM","BTSX","11.5 [9.0-14.4]","11.50564","9.01420","14.36072","","",""
"RS_198","PUBLISHED","2004","AMR","","GTM","MLE","8.2 [6.4-10.4]","8.23115","6.42124","10.35134","","",""
"RS_198","PUBLISHED","2008","AMR","","GTM","FMLE","5.7 [4.4-7.4]","5.71071","4.38074","7.35935","","",""
"RS_198","PUBLISHED","2007","AMR","","GTM","MLE","33.5 [26.2-42.3]","33.45619","26.24904","42.32401","","",""
"RS_198","PUBLISHED","2009","AMR","","GTM","MLE","26.3 [20.7-33.3]","26.33720","20.68351","33.34879","","",""
"RS_196","PUBLISHED","2002","AMR","","GUY","BTSX","179 [134-235]","179.00000","133.71440","234.60190","","",""
"RS_196","PUBLISHED","2014","AMR","","GUY","MLE","189 [138-251]","189.09350","137.51640","251.40350","","",""
"RS_196","PUBLISHED","2001","AMR","","GUY","MLE","157 [119-203]","157.18560","118.76950","203.22730","","",""
"RS_196","PUBLISHED","2011","AMR","","GUY","MLE","164 [125-209]","163.59590","125.33850","208.72420","","",""
"RS_196","PUBLISHED","2008","AMR","","GUY","FMLE","36 [26-48]","35.65883","25.57066","48.00443","","",""
"RS_196","PUBLISHED","2000","AMR","","GUY","FMLE","37 [26-51]","37.04877","25.84881","51.42558","","",""
"RS_196","PUBLISHED","2012","AMR","","GUY","FMLE","22 [15-30]","21.50682","14.78841","30.00838","","",""
"RS_196","PUBLISHED","2018","AMR","","GUY","BTSX","176 [115-249]","175.53040","115.48670","249.47180","","",""
"RS_196","PUBLISHED","2019","AMR","","GUY","MLE","153 [100-217]","153.01730","100.23800","216.69040","","",""
"RS_196","PUBLISHED","2017","AMR","","GUY","MLE","154 [104-214]","154.08530","104.09880","213.70730","","",""
"RS_196","PUBLISHED","2009","AMR","","GUY","MLE","99 [76-126]","98.88955","76.05601","126.35350","","",""
"RS_196","PUBLISHED","2005","AMR","","GUY","MLE","172 [132-220]","171.88780","131.77110","220.11460","","",""
"RS_196","PUBLISHED","2013","AMR","","GUY","FMLE","18 [12-25]","17.50278","11.88024","24.73329","","",""
"RS_196","PUBLISHED","2018","AMR","","GUY","MLE","154 [102-216]","153.53460","101.59020","216.29780","","",""
"RS_198","PUBLISHED","2012","AMR","","GUY","FMLE","5.7 [3.9-7.9]","5.66073","3.89241","7.89840","","",""
"RS_198","PUBLISHED","2004","AMR","","GUY","MLE","46.6 [35.6-59.9]","46.60104","35.64968","59.86990","","",""
"RS_198","PUBLISHED","2010","AMR","","GUY","FMLE","7.6 [5.4-10.4]","7.62193","5.37081","10.44977","","",""
"RS_198","PUBLISHED","2006","AMR","","GUY","MLE","51.6 [39.6-66.0]","51.61603","39.55542","65.98048","","",""
"RS_198","PUBLISHED","2014","AMR","","GUY","FMLE","7.3 [4.9-10.5]","7.29783","4.89693","10.49807","","",""
"RS_198","PUBLISHED","2017","AMR","","GUY","MLE","39.6 [26.8-55.0]","39.64342","26.78278","54.98313","","",""
"RS_198","PUBLISHED","2009","AMR","","GUY","FMLE","4.8 [3.4-6.5]","4.81391","3.44493","6.51481","","",""
"RS_198","PUBLISHED","2005","AMR","","GUY","BTSX","28.5 [21.5-37.1]","28.54631","21.52795","37.11953","","",""
"RS_198","PUBLISHED","2017","AMR","","GUY","FMLE","5.7 [3.6-8.5]","5.72654","3.64137","8.51485","","",""
"RS_198","PUBLISHED","2008","AMR","","GUY","BTSX","23.0 [17.5-29.6]","23.03114","17.50099","29.61359","","",""
"RS_198","PUBLISHED","2003","AMR","","GUY","MLE","45.6 [34.5-59.1]","45.60193","34.48914","59.08296","","",""
"RS_198","PUBLISHED","2011","AMR","","GUY","FMLE","8.6 [6.0-11.8]","8.55634","5.98873","11.77518","","",""
"RS_198","PUBLISHED","2004","AMR","","GUY","FMLE","11.5 [8.1-15.8]","11.50979","8.13798","15.80013","","",""
"RS_198","PUBLISHED","2016","AMR","","GUY","MLE","43.0 [29.8-58.6]","42.99547","29.81275","58.59375","","",""
"RS_198","PUBLISHED","2005","AMR","","GUY","FMLE","11.0 [7.8-15.3]","11.04323","7.75240","15.27197","","",""
"RS_196","PUBLISHED","2012","AMR","","HND","BTSX","1412 [1292-1532]","1412.00000","1292.00000","1532.00000","","",""
"RS_196","PUBLISHED","2005","AMR","","HND","MLE","752 [685-819]","752.30750","685.49070","819.12430","","",""
"RS_196","PUBLISHED","2007","AMR","","HND","BTSX","1224 [1122-1324]","1223.52300","1121.96900","1324.10000","","",""
"RS_196","PUBLISHED","2008","AMR","","HND","MLE","823 [756-891]","823.27030","755.98680","890.55370","","",""
"RS_196","PUBLISHED","2010","AMR","","HND","BTSX","1362 [1251-1474]","1362.39900","1250.67800","1474.11900","","",""
"RS_196","PUBLISHED","2015","AMR","","HND","FMLE","512 [467-556]","511.87650","467.38070","556.02190","","",""
"RS_196","PUBLISHED","2000","AMR","","HND","FMLE","375 [338-412]","375.42140","338.12320","412.37090","","",""
"RS_196","PUBLISHED","2011","AMR","","HND","MLE","881 [809-952]","880.54640","808.94700","951.51770","","",""
"RS_196","PUBLISHED","2003","AMR","","HND","MLE","714 [647-781]","714.04030","646.81520","780.65990","","",""
"RS_196","PUBLISHED","2019","AMR","","HND","MLE","1022 [925-1117]","1022.11500","925.01850","1116.57200","","",""
"RS_196","PUBLISHED","2003","AMR","","HND","BTSX","1132 [1025-1237]","1131.66000","1025.11700","1237.24300","","",""
"RS_196","PUBLISHED","2006","AMR","","HND","FMLE","438 [400-476]","437.80250","400.31700","475.64160","","",""
"RS_196","PUBLISHED","2004","AMR","","HND","FMLE","424 [385-463]","423.98420","385.05410","462.91430","","",""
"RS_196","PUBLISHED","2009","AMR","","HND","MLE","849 [779-919]","848.80890","778.81050","918.80730","","",""
"RS_196","PUBLISHED","2012","AMR","","HND","FMLE","500 [458-543]","500.32910","457.80820","542.85000","","",""
"RS_198","PUBLISHED","2011","AMR","","HND","FMLE","11.9 [10.9-12.8]","11.85372","10.88986","12.80912","","",""
"RS_198","PUBLISHED","2001","AMR","","HND","MLE","19.5 [17.6-21.4]","19.52924","17.63251","21.42596","","",""
"RS_198","PUBLISHED","2001","AMR","","HND","FMLE","11.6 [10.4-12.7]","11.56335","10.44029","12.68641","","",""
"RS_198","PUBLISHED","2016","AMR","","HND","FMLE","11.5 [10.5-12.6]","11.54549","10.50829","12.57512","","",""
"RS_198","PUBLISHED","2012","AMR","","HND","BTSX","16.3 [15.0-17.7]","16.34128","14.95251","17.73006","","",""
"RS_198","PUBLISHED","2018","AMR","","HND","FMLE","11.4 [10.3-12.4]","11.36908","10.31028","12.40562","","",""
"RS_198","PUBLISHED","2005","AMR","","HND","BTSX","15.8 [14.4-17.2]","15.84269","14.43561","17.24977","","",""
"RS_198","PUBLISHED","2004","AMR","","HND","BTSX","15.9 [14.5-17.4]","15.93587","14.47264","17.39909","","",""
"RS_198","PUBLISHED","2009","AMR","","HND","MLE","20.9 [19.2-22.6]","20.88368","19.16147","22.60588","","",""
"RS_198","PUBLISHED","2009","AMR","","HND","BTSX","16.3 [15.0-17.6]","16.30505","14.96043","17.64967","","",""
"RS_198","PUBLISHED","2007","AMR","","HND","BTSX","15.7 [14.4-17.0]","15.66907","14.36853","16.95712","","",""
"RS_198","PUBLISHED","2006","AMR","","HND","BTSX","15.8 [14.5-17.2]","15.81658","14.46233","17.18360","","",""
"RS_198","PUBLISHED","2017","AMR","","HND","FMLE","11.4 [10.4-12.4]","11.40300","10.36232","12.42849","","",""
"RS_198","PUBLISHED","2016","AMR","","HND","MLE","21.2 [19.3-23.1]","21.20227","19.29754","23.09309","","",""
"RS_198","PUBLISHED","2004","AMR","","HND","MLE","20.3 [18.4-22.2]","20.31430","18.44905","22.17956","","",""
"RS_196","PUBLISHED","2009","EUR","","HRV","FMLE","139 [112-169]","139.32720","112.43030","169.47110","","",""
"RS_196","PUBLISHED","2016","EUR","","HRV","MLE","267 [218-322]","267.26250","217.95860","322.46450","","",""
"RS_196","PUBLISHED","2011","EUR","","HRV","FMLE","102 [81-125]","101.93260","81.48584","125.17970","","",""
"RS_196","PUBLISHED","2004","EUR","","HRV","FMLE","127 [104-152]","126.83680","103.82730","152.42960","","",""
"RS_196","PUBLISHED","2014","EUR","","HRV","BTSX","347 [286-415]","347.00000","286.17550","415.27470","","",""
"RS_196","PUBLISHED","2006","EUR","","HRV","BTSX","633 [545-730]","633.00000","545.03190","729.59460","","",""
"RS_196","PUBLISHED","2000","EUR","","HRV","MLE","540 [465-623]","540.08480","465.09930","622.59210","","",""
"RS_196","PUBLISHED","2002","EUR","","HRV","BTSX","646 [559-740]","646.00000","558.84890","739.76790","","",""
"RS_196","PUBLISHED","2005","EUR","","HRV","FMLE","141 [115-170]","140.75990","114.81750","169.66350","","",""
"RS_196","PUBLISHED","2009","EUR","","HRV","MLE","426 [371-485]","425.67280","371.09250","484.94020","","",""
"RS_196","PUBLISHED","2017","EUR","","HRV","FMLE","76 [55-102]","76.42438","55.43904","102.30490","","",""
"RS_196","PUBLISHED","2015","EUR","","HRV","BTSX","392 [320-473]","392.00000","320.37410","472.93570","","",""
"RS_196","PUBLISHED","2006","EUR","","HRV","FMLE","145 [119-175]","145.42790","118.68330","175.39440","","",""
"RS_196","PUBLISHED","2016","EUR","","HRV","FMLE","73 [55-94]","72.73753","55.40514","93.89094","","",""
"RS_196","PUBLISHED","2001","EUR","","HRV","BTSX","667 [573-770]","667.00000","572.81670","769.55160","","",""
"RS_196","PUBLISHED","2011","EUR","","HRV","BTSX","479 [407-557]","479.00000","407.27820","556.93940","","",""
"RS_198","PUBLISHED","2002","EUR","","HRV","MLE","24.4 [21.4-27.6]","24.38361","21.36028","27.60193","","",""
"RS_198","PUBLISHED","2012","EUR","","HRV","BTSX","9.6 [8.1-11.2]","9.59061","8.10886","11.20016","","",""
"RS_198","PUBLISHED","2001","EUR","","HRV","BTSX","15.1 [13.0-17.5]","15.13133","12.99472","17.45778","","",""
"RS_198","PUBLISHED","2019","EUR","","HRV","FMLE","3.3 [2.2-4.7]","3.27940","2.21812","4.65208","","",""
"RS_198","PUBLISHED","2009","EUR","","HRV","FMLE","6.2 [5.0-7.5]","6.19226","4.99686","7.53198","","",""
"RS_198","PUBLISHED","2003","EUR","","HRV","MLE","26.5 [23.1-30.1]","26.50072","23.11948","30.09891","","",""
"RS_198","PUBLISHED","2017","EUR","","HRV","BTSX","8.7 [6.7-11.1]","8.74384","6.69130","11.13924","","",""
"RS_198","PUBLISHED","2000","EUR","","HRV","FMLE","5.9 [4.8-7.2]","5.87500","4.75114","7.15528","","",""
